order_id;token_id;image_url;coin;amount_sold;updated_timestamp
210748350;11311;https://embersword.com/metadata/land/card_regular.png;ETH;0.2675;2022-06-24T15:06:47.87702Z
210745548;469;https://embersword.com/metadata/land/card_regular.png;ETH;0.1819;2022-06-24T14:46:57.472447Z
210737244;22439;https://embersword.com/metadata/land/card_regular.png;ETH;0.535;2022-06-24T13:50:53.65802Z
210732117;9904;https://embersword.com/metadata/land/card_regular.png;ETH;0.2675;2022-06-24T13:11:50.935019Z
210712523;6192;https://embersword.com/metadata/land/card_regular.png;ETH;0.4815;2022-06-24T10:56:01.130974Z
210712421;9473;https://embersword.com/metadata/land/card_regular.png;ETH;1.9795;2022-06-24T10:55:08.184679Z
210630361;8643;https://embersword.com/metadata/land/card_regular.png;ETH;0.3745;2022-06-24T01:10:57.74167Z
210630233;8790;https://embersword.com/metadata/land/card_regular.png;ETH;0.321;2022-06-24T01:10:06.90495Z
210630217;8785;https://embersword.com/metadata/land/card_regular.png;ETH;0.321;2022-06-24T01:09:57.6932Z
210630191;8732;https://embersword.com/metadata/land/card_regular.png;ETH;0.321;2022-06-24T01:09:46.675168Z
210630170;8786;https://embersword.com/metadata/land/card_regular.png;ETH;0.321;2022-06-24T01:09:38.173599Z
210630145;8787;https://embersword.com/metadata/land/card_regular.png;ETH;0.321;2022-06-24T01:09:26.741364Z
210630108;8783;https://embersword.com/metadata/land/card_regular.png;ETH;0.321;2022-06-24T01:09:07.374193Z
210630085;8781;https://embersword.com/metadata/land/card_regular.png;ETH;0.321;2022-06-24T01:08:55.490787Z
210630049;8775;https://embersword.com/metadata/land/card_regular.png;ETH;0.321;2022-06-24T01:08:36.986507Z
210630026;8773;https://embersword.com/metadata/land/card_regular.png;ETH;0.321;2022-06-24T01:08:29.145343Z
210630012;8772;https://embersword.com/metadata/land/card_regular.png;ETH;0.321;2022-06-24T01:08:19.052329Z
210629993;8721;https://embersword.com/metadata/land/card_regular.png;ETH;0.321;2022-06-24T01:08:06.889197Z
210629960;8716;https://embersword.com/metadata/land/card_regular.png;ETH;0.321;2022-06-24T01:07:54.497477Z
210629779;5084;https://embersword.com/metadata/land/card_regular.png;ETH;1.07;2022-06-24T01:06:31.207903Z
210611873;5524;https://embersword.com/metadata/land/card_regular.png;ETH;0.3103;2022-06-23T22:55:00.09322Z
210583810;19771;https://embersword.com/metadata/land/card_regular.png;ETH;0.2354;2022-06-23T19:43:21.69552Z
210581152;22321;https://embersword.com/metadata/land/card_regular.png;ETH;0.1712;2022-06-23T19:25:52.025536Z
210534619;25754;https://embersword.com/metadata/land/card_regular.png;ETH;0.2354;2022-06-23T14:16:12.970212Z
210531983;5738;https://embersword.com/metadata/land/card_regular.png;ETH;1.07;2022-06-23T14:00:48.349404Z
210518804;2767;https://embersword.com/metadata/land/card_regular.png;ETH;1.926;2022-06-23T12:30:28.854536Z
210506520;19327;https://embersword.com/metadata/land/card_regular.png;USDC;4280.0;2022-06-23T11:05:42.217033Z
210506106;18499;https://embersword.com/metadata/land/card_town.png;ETH;8.346;2022-06-23T11:03:21.771161Z
210439548;20774;https://embersword.com/metadata/land/card_regular.png;ETH;0.2889;2022-06-23T04:02:29.491216Z
210298566;2639;https://embersword.com/metadata/land/card_regular.png;ETH;1.3375;2022-06-22T14:34:58.130789Z
210296171;25729;https://embersword.com/metadata/land/card_regular.png;ETH;5.35;2022-06-22T14:22:19.425924Z
210092319;2660;https://embersword.com/metadata/land/card_regular.png;ETH;3.4775;2022-06-21T20:04:30.545275Z
210053125;3273;https://embersword.com/metadata/land/card_regular.png;ETH;0.5778;2022-06-21T18:08:04.253005Z
210007955;5259;https://embersword.com/metadata/land/card_regular.png;ETH;0.856;2022-06-21T14:51:14.027172Z
210007868;10963;https://embersword.com/metadata/land/card_regular.png;ETH;0.856;2022-06-21T14:50:47.671874Z
210004086;4171;https://embersword.com/metadata/land/card_regular.png;ETH;8025.0;2022-06-21T14:28:18.920041Z
209964922;25898;https://embersword.com/metadata/land/card_settlement.png;ETH;1.931944385;2022-06-21T10:38:40.806268Z
209808697;8760;https://embersword.com/metadata/land/card_regular.png;ETH;0.214;2022-06-20T17:41:43.145468Z
209808667;8765;https://embersword.com/metadata/land/card_regular.png;ETH;0.214;2022-06-20T17:41:33.731129Z
209808641;8749;https://embersword.com/metadata/land/card_regular.png;ETH;0.214;2022-06-20T17:41:23.02977Z
209808618;8759;https://embersword.com/metadata/land/card_regular.png;ETH;0.214;2022-06-20T17:41:14.503795Z
209808590;8761;https://embersword.com/metadata/land/card_regular.png;ETH;0.214;2022-06-20T17:41:03.80215Z
209808469;8754;https://embersword.com/metadata/land/card_regular.png;ETH;0.214;2022-06-20T17:40:29.610306Z
209808423;8748;https://embersword.com/metadata/land/card_regular.png;ETH;0.214;2022-06-20T17:40:07.271684Z
209791466;3623;https://embersword.com/metadata/land/card_regular.png;ETH;0.2354;2022-06-20T16:08:02.117705Z
209750474;2799;https://embersword.com/metadata/land/card_regular.png;ETH;0.1819;2022-06-20T12:04:48.725445Z
209744812;5001;https://embersword.com/metadata/land/card_town.png;ETH;53.5;2022-06-20T11:29:33.025934Z
209685165;8153;https://embersword.com/metadata/land/card_regular.png;ETH;0.963;2022-06-20T04:23:38.952208Z
209685115;6373;https://embersword.com/metadata/land/card_regular.png;ETH;5.029;2022-06-20T04:23:19.761719Z
209580788;22187;https://embersword.com/metadata/land/card_regular.png;ETH;0.2033;2022-06-19T18:36:20.854241Z
209531765;38554;https://embersword.com/metadata/land/card_regular.png;ETH;0.33384;2022-06-19T13:55:57.30221Z
209419984;21606;https://embersword.com/metadata/land/card_regular.png;ETH;2.14;2022-06-19T02:23:39.162962Z
209286246;11272;https://embersword.com/metadata/land/card_regular.png;ETH;0.428;2022-06-18T13:01:36.260278Z
209284735;22967;https://embersword.com/metadata/land/card_regular.png;ETH;0.1926;2022-06-18T12:51:17.339324Z
209125524;10181;https://embersword.com/metadata/land/card_regular.png;ETH;0.535;2022-06-17T19:49:56.166257Z
209125448;5761;https://embersword.com/metadata/land/card_regular.png;ETH;0.535;2022-06-17T19:49:23.632378Z
209051754;5096;https://embersword.com/metadata/land/card_regular.png;ETH;1.07;2022-06-17T13:33:38.965541Z
209041244;22956;https://embersword.com/metadata/land/card_regular.png;ETH;0.214;2022-06-17T12:41:52.155101Z
209016362;5113;https://embersword.com/metadata/land/card_city.png;ETH;17.12;2022-06-17T10:27:04.148415Z
208916826;20497;https://embersword.com/metadata/land/card_regular.png;ETH;0.535;2022-06-17T00:33:45.017936Z
208887704;38994;https://embersword.com/metadata/land/card_regular.png;ETH;0.1926;2022-06-16T21:32:34.781941Z
208887638;20536;https://embersword.com/metadata/land/card_regular.png;ETH;0.1926;2022-06-16T21:32:14.667922Z
208887534;8950;https://embersword.com/metadata/land/card_regular.png;ETH;0.1926;2022-06-16T21:31:56.307611Z
208887452;8959;https://embersword.com/metadata/land/card_regular.png;ETH;0.1926;2022-06-16T21:31:33.507933Z
208862972;38779;https://embersword.com/metadata/land/card_regular.png;ETH;0.5564;2022-06-16T19:18:11.003304Z
208796899;1388;https://embersword.com/metadata/land/card_regular.png;ETH;0.214;2022-06-16T14:29:15.964673Z
208794188;21269;https://embersword.com/metadata/land/card_regular.png;ETH;5.35;2022-06-16T14:16:52.345163Z
208715169;10896;https://embersword.com/metadata/land/card_regular.png;ETH;7.49;2022-06-16T06:03:52.504084Z
208477647;21571;https://embersword.com/metadata/land/card_settlement.png;ETH;2.354;2022-06-15T07:52:22.606483Z
208465589;19774;https://embersword.com/metadata/land/card_regular.png;ETH;5.35;2022-06-15T06:40:23.860334Z
208460675;9418;https://embersword.com/metadata/land/card_regular.png;ETH;1.0593;2022-06-15T06:10:51.060749Z
208290920;11088;https://embersword.com/metadata/land/card_regular.png;ETH;1.07;2022-06-14T13:03:32.688617Z
208256509;38660;https://embersword.com/metadata/land/card_regular.png;ETH;0.535;2022-06-14T09:15:50.520822Z
208105916;9835;https://embersword.com/metadata/land/card_regular.png;ETH;0.535;2022-06-13T15:12:51.784644Z
207757467;26728;https://embersword.com/metadata/land/card_regular.png;ETH;4.494;2022-06-12T01:07:34.798028Z
207653429;6146;https://embersword.com/metadata/land/card_regular.png;USDC;2247.0;2022-06-11T15:53:52.891417Z
207651633;4100;https://embersword.com/metadata/land/card_regular.png;ETH;0.214;2022-06-11T15:44:35.691839Z
207638534;26451;https://embersword.com/metadata/land/card_regular.png;IMX;2675.0;2022-06-11T14:37:36.391059Z
207633188;22521;https://embersword.com/metadata/land/card_regular.png;ETH;0.2354;2022-06-11T14:09:40.59783Z
207581860;21587;https://embersword.com/metadata/land/card_regular.png;ETH;0.2675;2022-06-11T09:25:31.328183Z
207530925;10148;https://embersword.com/metadata/land/card_regular.png;ETH;1.07;2022-06-11T04:21:17.804009Z
207530858;38461;https://embersword.com/metadata/land/card_regular.png;ETH;1.07;2022-06-11T04:20:53.887128Z
207442382;10672;https://embersword.com/metadata/land/card_settlement.png;ETH;4.815;2022-06-10T20:23:15.766079Z
207438897;19748;https://embersword.com/metadata/land/card_regular.png;ETH;0.19688;2022-06-10T20:02:55.482136Z
207429735;19631;https://embersword.com/metadata/land/card_regular.png;ETH;0.214;2022-06-10T19:16:36.621073Z
207409555;1002;https://embersword.com/metadata/land/card_regular.png;ETH;0.2354;2022-06-10T17:29:02.152638Z
207381422;19476;https://embersword.com/metadata/land/card_regular.png;ETH;0.4922;2022-06-10T14:56:02.645124Z
207381340;4946;https://embersword.com/metadata/land/card_regular.png;ETH;0.4922;2022-06-10T14:55:36.743108Z
207379260;23304;https://embersword.com/metadata/land/card_regular.png;ETH;0.2996;2022-06-10T14:43:00.141209Z
207379209;8525;https://embersword.com/metadata/land/card_regular.png;ETH;0.2996;2022-06-10T14:42:46.213292Z
207377566;5649;https://embersword.com/metadata/land/card_regular.png;ETH;0.2996;2022-06-10T14:32:36.633031Z
207377529;1150;https://embersword.com/metadata/land/card_regular.png;ETH;0.49541;2022-06-10T14:32:23.585507Z
207375270;5605;https://embersword.com/metadata/land/card_regular.png;ETH;3.21;2022-06-10T14:18:22.528884Z
207375123;5607;https://embersword.com/metadata/land/card_regular.png;ETH;3.21;2022-06-10T14:17:36.526964Z
207374332;23568;https://embersword.com/metadata/land/card_regular.png;ETH;0.5243;2022-06-10T14:13:04.406517Z
207372149;33720;https://embersword.com/metadata/land/card_regular.png;ETH;0.535;2022-06-10T14:00:13.453603Z
207087373;7457;https://embersword.com/metadata/land/card_regular.png;ETH;0.8132;2022-06-09T10:42:05.695942Z
206942334;3413;https://embersword.com/metadata/land/card_regular.png;ETH;1.07;2022-06-08T20:15:20.081959Z
206895343;19894;https://embersword.com/metadata/land/card_regular.png;ETH;3.1672;2022-06-08T16:32:26.360313Z
206862870;1029;https://embersword.com/metadata/land/card_regular.png;ETH;1.07;2022-06-08T14:06:12.318742Z
206847295;3377;https://embersword.com/metadata/land/card_regular.png;ETH;1.3375;2022-06-08T12:50:54.397854Z
206836427;10973;https://embersword.com/metadata/land/card_regular.png;ETH;0.856;2022-06-08T11:53:55.861891Z
