order_id;token_id;image_url;coin;amount_sold;updated_timestamp
210005595;52727;https://assets.illuvium-game.io/illuvidex/land/land-52727.svg;ETH;0.5145;2022-06-21T17:04:33.165578Z
209543886;67402;https://assets.illuvium-game.io/illuvidex/land/land-67402.svg;ETH;0.525;2022-06-21T18:12:44.273644Z
210019013;47968;https://assets.illuvium-game.io/illuvidex/land/land-47968.svg;ETH;0.525;2022-06-21T19:27:38.830569Z
206714235;53801;https://assets.illuvium-game.io/illuvidex/land/land-53801.svg;ETH;1.4175;2022-06-21T20:27:52.019591Z
210094054;21635;https://assets.illuvium-game.io/illuvidex/land/land-21635.svg;ETH;0.49035;2022-06-21T20:32:39.964693Z
209783881;48624;https://assets.illuvium-game.io/illuvidex/land/land-48624.svg;ETH;4.41;2022-06-21T21:18:38.98982Z
206877686;30374;https://assets.illuvium-game.io/illuvidex/land/land-30374.svg;ETH;0.50925;2022-06-21T21:26:06.449404Z
209858125;78803;https://assets.illuvium-game.io/illuvidex/land/land-78803.svg;ETH;4.515;2022-06-21T21:28:38.007764Z
207808575;47010;https://assets.illuvium-game.io/illuvidex/land/land-47010.svg;ETH;4.662;2022-06-21T21:33:08.031188Z
207046040;53101;https://assets.illuvium-game.io/illuvidex/land/land-53101.svg;ETH;1.575;2022-06-21T21:59:00.201099Z
205947055;44594;https://assets.illuvium-game.io/illuvidex/land/land-44594.svg;ETH;0.5141;2022-06-22T02:41:24.38233Z
209840040;97847;https://assets.illuvium-game.io/illuvidex/land/land-97847.svg;ETH;1.533;2022-06-22T03:34:24.163609Z
209839449;8111;https://assets.illuvium-game.io/illuvidex/land/land-8111.svg;ETH;1.5225;2022-06-22T03:35:03.535804Z
206768526;55182;https://assets.illuvium-game.io/illuvidex/land/land-55182.svg;ETH;1.4175;2022-06-22T04:06:14.59992Z
207071592;5797;https://assets.illuvium-game.io/illuvidex/land/land-5797.svg;ETH;0.63;2022-06-22T04:26:46.638484Z
209890553;48103;https://assets.illuvium-game.io/illuvidex/land/land-48103.svg;ETH;0.5247;2022-06-22T06:38:13.22956Z
206786131;47909;https://assets.illuvium-game.io/illuvidex/land/land-47909.svg;ETH;1.4175;2022-06-22T06:56:19.091327Z
209896374;5231;https://assets.illuvium-game.io/illuvidex/land/land-5231.svg;ETH;0.5247;2022-06-22T06:58:47.468514Z
209895110;45873;https://assets.illuvium-game.io/illuvidex/land/land-45873.svg;ETH;0.5247;2022-06-22T07:14:35.322885Z
208042879;52431;https://assets.illuvium-game.io/illuvidex/land/land-52431.svg;ETH;4.664;2022-06-22T10:04:48.729089Z
205932738;62082;https://assets.illuvium-game.io/illuvidex/land/land-62082.svg;ETH;1.2075;2022-06-22T12:08:34.260471Z
208749348;62080;https://assets.illuvium-game.io/illuvidex/land/land-62080.svg;ETH;0.6825;2022-06-22T12:09:01.708647Z
210252365;55570;https://assets.illuvium-game.io/illuvidex/land/land-55570.svg;ETH;0.5035;2022-06-22T12:12:05.76936Z
209788830;66644;https://assets.illuvium-game.io/illuvidex/land/land-66644.svg;ETH;0.52152;2022-06-22T12:17:07.736567Z
209712890;27668;https://assets.illuvium-game.io/illuvidex/land/land-27668.svg;ETH;17.331;2022-06-22T15:17:21.283613Z
206855745;46035;https://assets.illuvium-game.io/illuvidex/land/land-46035.svg;ETH;0.5775;2022-06-22T15:56:35.727733Z
207042224;92360;https://assets.illuvium-game.io/illuvidex/land/land-92360.svg;ETH;0.63;2022-06-22T16:05:46.799761Z
210012333;25570;https://assets.illuvium-game.io/illuvidex/land/land-25570.svg;ETH;0.742;2022-06-22T16:12:11.583232Z
206782779;14234;https://assets.illuvium-game.io/illuvidex/land/land-14234.svg;ETH;0.6825;2022-06-22T16:53:49.884466Z
210248475;80349;https://assets.illuvium-game.io/illuvidex/land/land-80349.svg;ETH;0.5985;2022-06-22T18:58:11.517423Z
209944829;11985;https://assets.illuvium-game.io/illuvidex/land/land-11985.svg;USDC;567.0;2022-06-22T19:46:05.935827Z
210321068;87758;https://assets.illuvium-game.io/illuvidex/land/land-87758.svg;ETH;1.4805;2022-06-22T20:59:26.711197Z
210377085;73925;https://assets.illuvium-game.io/illuvidex/land/land-73925.svg;ETH;1.28625;2022-06-22T23:02:13.422212Z
210326924;44474;https://assets.illuvium-game.io/illuvidex/land/land-44474.svg;ETH;0.4929;2022-06-23T01:42:30.468248Z
207028181;60011;https://assets.illuvium-game.io/illuvidex/land/land-60011.svg;ETH;5.512;2022-06-23T05:28:56.672698Z
208645532;76693;https://assets.illuvium-game.io/illuvidex/land/land-76693.svg;ETH;0.53;2022-06-23T05:35:45.357332Z
210426786;55108;https://assets.illuvium-game.io/illuvidex/land/land-55108.svg;ETH;0.4876;2022-06-23T05:52:13.626028Z
210242876;39940;https://assets.illuvium-game.io/illuvidex/land/land-39940.svg;ETH;0.508799682;2022-06-23T05:54:40.460741Z
209896437;3195;https://assets.illuvium-game.io/illuvidex/land/land-3195.svg;ETH;0.5247;2022-06-23T06:46:24.932739Z
210462938;86771;https://assets.illuvium-game.io/illuvidex/land/land-86771.svg;USDC;460.95;2022-06-23T07:19:58.240858Z
206443097;67518;https://assets.illuvium-game.io/illuvidex/land/land-67518.svg;ETH;17.745;2022-06-23T08:01:56.022972Z
210482190;68623;https://assets.illuvium-game.io/illuvidex/land/land-68623.svg;ETH;0.4935;2022-06-23T09:31:09.757026Z
206785438;86441;https://assets.illuvium-game.io/illuvidex/land/land-86441.svg;ETH;1.4175;2022-06-23T11:24:42.432144Z
205124432;62226;https://assets.illuvium-game.io/illuvidex/land/land-62226.svg;ETH;1.722;2022-06-23T13:53:45.982538Z
210537797;63760;https://assets.illuvium-game.io/illuvidex/land/land-63760.svg;ETH;1.05;2022-06-23T14:39:09.470009Z
206173009;24003;https://assets.illuvium-game.io/illuvidex/land/land-24003.svg;ETH;0.525;2022-06-23T15:18:51.328238Z
210530326;97971;https://assets.illuvium-game.io/illuvidex/land/land-97971.svg;ETH;15.75;2022-06-23T15:43:35.112348Z
210530170;41984;https://assets.illuvium-game.io/illuvidex/land/land-41984.svg;ETH;15.75;2022-06-23T15:49:25.505569Z
210543666;97981;https://assets.illuvium-game.io/illuvidex/land/land-97981.svg;ETH;0.7875;2022-06-23T16:15:01.382922Z
206877376;58381;https://assets.illuvium-game.io/illuvidex/land/land-58381.svg;ETH;0.5985;2022-06-23T16:23:45.25773Z
206980734;24181;https://assets.illuvium-game.io/illuvidex/land/land-24181.svg;ETH;0.7875;2022-06-23T16:32:53.033607Z
210548238;72136;https://assets.illuvium-game.io/illuvidex/land/land-72136.svg;ETH;1.272;2022-06-23T17:39:30.783591Z
210501765;54270;https://assets.illuvium-game.io/illuvidex/land/land-54270.svg;ETH;4.725;2022-06-23T19:45:17.830618Z
210133549;64206;https://assets.illuvium-game.io/illuvidex/land/land-64206.svg;ETH;0.5512;2022-06-23T19:55:37.36481Z
209895047;51933;https://assets.illuvium-game.io/illuvidex/land/land-51933.svg;ETH;0.5247;2022-06-23T20:38:02.383751Z
210133858;5371;https://assets.illuvium-game.io/illuvidex/land/land-5371.svg;ETH;0.53;2022-06-24T00:08:24.251597Z
210603709;26445;https://assets.illuvium-game.io/illuvidex/land/land-26445.svg;ETH;1.239;2022-06-24T00:48:14.985553Z
210636429;28977;https://assets.illuvium-game.io/illuvidex/land/land-28977.svg;ETH;1.2075;2022-06-24T02:34:54.690668Z
210628802;86771;https://assets.illuvium-game.io/illuvidex/land/land-86771.svg;ETH;0.4725;2022-06-24T04:42:36.99173Z
210621461;52552;https://assets.illuvium-game.io/illuvidex/land/land-52552.svg;ETH;0.5088;2022-06-24T04:43:24.187815Z
210608051;80326;https://assets.illuvium-game.io/illuvidex/land/land-80326.svg;ETH;4.4835;2022-06-24T04:50:22.859343Z
210621523;49896;https://assets.illuvium-game.io/illuvidex/land/land-49896.svg;ETH;0.5088;2022-06-24T09:12:12.086043Z
210709649;59732;https://assets.illuvium-game.io/illuvidex/land/land-59732.svg;ETH;0.477;2022-06-24T10:59:10.900352Z
206714734;99827;https://assets.illuvium-game.io/illuvidex/land/land-99827.svg;ETH;0.525;2022-06-24T11:23:47.58641Z
210667320;6315;https://assets.illuvium-game.io/illuvidex/land/land-6315.svg;ETH;0.53;2022-06-24T11:28:53.071102Z
209424290;16127;https://assets.illuvium-game.io/illuvidex/land/land-16127.svg;ETH;1.575;2022-06-24T11:45:24.474105Z
210589227;13887;https://assets.illuvium-game.io/illuvidex/land/land-13887.svg;ETH;1.4363;2022-06-24T12:47:34.257273Z
210589271;13798;https://assets.illuvium-game.io/illuvidex/land/land-13798.svg;ETH;1.4363;2022-06-24T12:48:45.670158Z
210321578;5527;https://assets.illuvium-game.io/illuvidex/land/land-5527.svg;ETH;0.5145;2022-06-24T12:52:59.702979Z
